question,prompt,generated_text,pred_answer,gold_answer,is_correct
Why do the interviewers ask such questions?,"Question: Why do the interviewers ask such questions? 

Options:
A) They want to discover what the interviewees know.
B) They are curious about the answers.
C) They try to discover the ability of the interviewees solving problems.
D) They just ask questions without thinking much.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Why do the interviewers ask such questions? 

Options:
A) They want to discover what the interviewees know.
B) They are curious about the answers.
C) They try to discover the ability of the interviewees solving problems.
D) They just ask questions without thinking much.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,C,False
"According to the writer, in an aptitude test, Chinese job applicants should  _  .","Question: According to the writer, in an aptitude test, Chinese job applicants should  _  . 

Options:
A) not tell the truth
B) learn to tell what they really think
C) be more enthusiastic
D) try to find out what the examiner really want to know

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: According to the writer, in an aptitude test, Chinese job applicants should  _  . 

Options:
A) not tell the truth
B) learn to tell what they really think
C) be more enthusiastic
D) try to find out what the examiner really want to know

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,B,True
From the passage we know that  _  .,"Question: From the passage we know that  _  . 

Options:
A) job applicants are always asked such questions
B) more Chinese applicants fail to find a job
C) applicants should not act as reasonably as a prisoner
D) the aptitude test is becoming popular worldwide

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: From the passage we know that  _  . 

Options:
A) job applicants are always asked such questions
B) more Chinese applicants fail to find a job
C) applicants should not act as reasonably as a prisoner
D) the aptitude test is becoming popular worldwide

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
The young man went to a town   _  .,"Question: The young man went to a town   _  . 

Options:
A) to study
B) to work
C) to see his relative
D) to spend his holiday

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The young man went to a town   _  . 

Options:
A) to study
B) to work
C) to see his relative
D) to spend his holiday

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
He played a joke on the servant because   _  .,"Question: He played a joke on the servant because   _  . 

Options:
A) he hated him
B) he was not satisfied with the food the servant prepared for him
C) he wanted to get pleasure
D) he liked to show off himself

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: He played a joke on the servant because   _  . 

Options:
A) he hated him
B) he was not satisfied with the food the servant prepared for him
C) he wanted to get pleasure
D) he liked to show off himself

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,C,False
"When the young man played a joke on him, the servant was not angry but smiled because   _  .","Question: When the young man played a joke on him, the servant was not angry but smiled because   _  . 

Options:
A) he liked the young man' s action
B) making the young man laugh is his job
C) he was afraid to be fired
D) he thought he shouldn't be angry with a child

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: When the young man played a joke on him, the servant was not angry but smiled because   _  . 

Options:
A) he liked the young man' s action
B) making the young man laugh is his job
C) he was afraid to be fired
D) he thought he shouldn't be angry with a child

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,C,False
What did the servant do in return to the young man?,"Question: What did the servant do in return to the young man? 

Options:
A) He stole something from the house.
B) He gave a smile to the young man.
C) He had a fight with him.
D) He put mud into the young man's coffee.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What did the servant do in return to the young man? 

Options:
A) He stole something from the house.
B) He gave a smile to the young man.
C) He had a fight with him.
D) He put mud into the young man's coffee.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,D,False
Why did the young man stop playing jokes on the servant?,"Question: Why did the young man stop playing jokes on the servant? 

Options:
A) Because the servant showed kind and nice behaviour to him
B) Because the servant told him the truth
C) Because he wanted to be a good man
D) Because his father told him to do so

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Why did the young man stop playing jokes on the servant? 

Options:
A) Because the servant showed kind and nice behaviour to him
B) Because the servant told him the truth
C) Because he wanted to be a good man
D) Because his father told him to do so

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,A,False
"Confusion arises about what it means to be ""a good parent"" because   _  .","Question: Confusion arises about what it means to be ""a good parent"" because   _  . 

Options:
A) it is normal to be a successful parent during most stages of a child's development
B) most parents are only good at helping older children or teenagers
C) parents are usually at their best before their children go to school
D) parents do not realize they cannot perform equally well through a child's growth

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Confusion arises about what it means to be ""a good parent"" because   _  . 

Options:
A) it is normal to be a successful parent during most stages of a child's development
B) most parents are only good at helping older children or teenagers
C) parents are usually at their best before their children go to school
D) parents do not realize they cannot perform equally well through a child's growth

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,D,False
Parents would feel guilty if   _  .,"Question: Parents would feel guilty if   _  . 

Options:
A) their children can't accept their own limitations of talent
B) they realize their weaknesses in raising children
C) their grandfathers and uncles and aunts don't live with them
D) they don't know their limitations in raising children

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Parents would feel guilty if   _  . 

Options:
A) their children can't accept their own limitations of talent
B) they realize their weaknesses in raising children
C) their grandfathers and uncles and aunts don't live with them
D) they don't know their limitations in raising children

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,B,True
"Parents of ""nuclear"" families sometimes feel at a loss because   _  .","Question: Parents of ""nuclear"" families sometimes feel at a loss because   _  . 

Options:
A) they believe that such a family prevents the healthy growth of a child's personality and talent
B) they dislike the support that other family members give to their children
C) they do not always have the help of other family members in child-raising
D) they no longer regard grandparents, uncles and aunts as good educators of their children

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Parents of ""nuclear"" families sometimes feel at a loss because   _  . 

Options:
A) they believe that such a family prevents the healthy growth of a child's personality and talent
B) they dislike the support that other family members give to their children
C) they do not always have the help of other family members in child-raising
D) they no longer regard grandparents, uncles and aunts as good educators of their children

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,C,False
All of the following practices are mentioned on tomb-sweeping day EXCEPT  _   .,"Question: All of the following practices are mentioned on tomb-sweeping day EXCEPT  _   . 

Options:
A) Weeping over the passed-away.
B) Flying kites made from bamboo and paper
C) Sending flowers to their ancestors' graves.
D) Burning incense and paper money for the dead.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: All of the following practices are mentioned on tomb-sweeping day EXCEPT  _   . 

Options:
A) Weeping over the passed-away.
B) Flying kites made from bamboo and paper
C) Sending flowers to their ancestors' graves.
D) Burning incense and paper money for the dead.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,A,False
Which of the following is correct according to passage?,"Question: Which of the following is correct according to passage? 

Options:
A) Du Mu ,the well-known poet in Song Dynasty wrote a poem about Qing Ming.
B) Qingming Festival used to be a Chinese national holiday.
C) People have the custom of flying kites on Qing Ming.
D) Those whose ancestors were buried in proper places will have a bright future.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following is correct according to passage? 

Options:
A) Du Mu ,the well-known poet in Song Dynasty wrote a poem about Qing Ming.
B) Qingming Festival used to be a Chinese national holiday.
C) People have the custom of flying kites on Qing Ming.
D) Those whose ancestors were buried in proper places will have a bright future.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,C,False
The writer write the passage in order to  _   .,"Question: The writer write the passage in order to  _   . 

Options:
A) enable us to observe traditional tomb-sweeping day.
B) show traditional and present ways to spend Qingming Festival .
C) educate people to show their respect to the ancestors
D) raise people's awareness of environmental protection.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The writer write the passage in order to  _   . 

Options:
A) enable us to observe traditional tomb-sweeping day.
B) show traditional and present ways to spend Qingming Festival .
C) educate people to show their respect to the ancestors
D) raise people's awareness of environmental protection.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
How do babies get the information they need?,"Question: How do babies get the information they need? 

Options:
A) By using their own language.
B) By looking at their mothers' eyes.
C) By watching their mothers' facial expression.
D) By listening to others.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: How do babies get the information they need? 

Options:
A) By using their own language.
B) By looking at their mothers' eyes.
C) By watching their mothers' facial expression.
D) By listening to others.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,C,False
What does Dr. Adolph think of the result of the research?,"Question: What does Dr. Adolph think of the result of the research? 

Options:
A) Exciting.
B) Unacceptable.
C) Strange.
D) Surprising.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What does Dr. Adolph think of the result of the research? 

Options:
A) Exciting.
B) Unacceptable.
C) Strange.
D) Surprising.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
The text is most probably taken from  _  .,"Question: The text is most probably taken from  _  . 

Options:
A) a website about relationship between mothers and children
B) a science magazine about children's actions
C) a book about how to teach children
D) a newspaper about processing information

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The text is most probably taken from  _  . 

Options:
A) a website about relationship between mothers and children
B) a science magazine about children's actions
C) a book about how to teach children
D) a newspaper about processing information

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
Which of the following can best serve as the title of the passage ?,"Question: Which of the following can best serve as the title of the passage ? 

Options:
A) The Importance of Handwriting and Typing .
B) To Type or to Handwrite .
C) Writing by Computer Will Replace Writing by Hand
D) Practical and Aesthetic Value of Chinese Characters

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following can best serve as the title of the passage ? 

Options:
A) The Importance of Handwriting and Typing .
B) To Type or to Handwrite .
C) Writing by Computer Will Replace Writing by Hand
D) Practical and Aesthetic Value of Chinese Characters

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
The students interviewed prefer to write using a computer mainly because    _    .,"Question: The students interviewed prefer to write using a computer mainly because    _    . 

Options:
A) they are usually asked to email their homework and essays
B) they can correct the mistakes they make quickly and conveniently
C) they find it not easy to remember how to write a character
D) computers have become a trend and fashion in China

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The students interviewed prefer to write using a computer mainly because    _    . 

Options:
A) they are usually asked to email their homework and essays
B) they can correct the mistakes they make quickly and conveniently
C) they find it not easy to remember how to write a character
D) computers have become a trend and fashion in China

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,B,False
Which of the following statements is NOT true of the advantages of handwriting ?,"Question: Which of the following statements is NOT true of the advantages of handwriting ? 

Options:
A) Handwriting contains the writer's emotion .
B) The writer's thinking and personality are shown in his or her handwriting .
C) Handwriting can impress people well and build one's self-confidence .
D) Chinese characters enjoy both practical and aesthetic value .

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following statements is NOT true of the advantages of handwriting ? 

Options:
A) Handwriting contains the writer's emotion .
B) The writer's thinking and personality are shown in his or her handwriting .
C) Handwriting can impress people well and build one's self-confidence .
D) Chinese characters enjoy both practical and aesthetic value .

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,C,True
We can draw the conclusion from the passage that    _    .,"Question: We can draw the conclusion from the passage that    _    . 

Options:
A) more and more students will give up writing on a computer
B) writing by hand will give way to typing by computer one day
C) more and more students will pay attention to handwriting
D) the typing article better expresses one's emotion and quality

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: We can draw the conclusion from the passage that    _    . 

Options:
A) more and more students will give up writing on a computer
B) writing by hand will give way to typing by computer one day
C) more and more students will pay attention to handwriting
D) the typing article better expresses one's emotion and quality

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,C,True
One feels homesick means he's not   _  .,"Question: One feels homesick means he's not   _  . 

Options:
A) upset
B) sad
C) scary
D) full

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: One feels homesick means he's not   _  . 

Options:
A) upset
B) sad
C) scary
D) full

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,D,True
_   is NOT TRUE according to the passage.,"Question: _   is NOT TRUE according to the passage. 

Options:
A) Kids can keep touching with their family with telephone
B) You can tell friends you are feeling homesick
C) Bringing some familiar things with you can help to feel less homesick
D) Only kids get homesick, grownups never feel homesick

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: _   is NOT TRUE according to the passage. 

Options:
A) Kids can keep touching with their family with telephone
B) You can tell friends you are feeling homesick
C) Bringing some familiar things with you can help to feel less homesick
D) Only kids get homesick, grownups never feel homesick

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,D,False
Kids won't feel homesick when   _  .,"Question: Kids won't feel homesick when   _  . 

Options:
A) they are dealing with the problems
B) the people and things they get used to are around them
C) someone they loved has recently died
D) their parents are getting divorced

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Kids won't feel homesick when   _  . 

Options:
A) they are dealing with the problems
B) the people and things they get used to are around them
C) someone they loved has recently died
D) their parents are getting divorced

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
There are   _   ideas to help you feel less homesick mentioned in this passage.,"Question: There are   _   ideas to help you feel less homesick mentioned in this passage. 

Options:
A) five
B) four
C) three
D) Two

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: There are   _   ideas to help you feel less homesick mentioned in this passage. 

Options:
A) five
B) four
C) three
D) Two

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
"The BEST title for this passage is ""  _  "".","Question: The BEST title for this passage is ""  _  "". 

Options:
A) Homesickness
B) Why Do You Feel Homesick
C) How to Be Less Homesick
D) When Will Kids Feel Homesick

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The BEST title for this passage is ""  _  "". 

Options:
A) Homesickness
B) Why Do You Feel Homesick
C) How to Be Less Homesick
D) When Will Kids Feel Homesick

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,A,False
"According to the passage, which of the following statements is TRUE?","Question: According to the passage, which of the following statements is TRUE? 

Options:
A) Women spend about five years talking on the phone during their lifetime.
B) Women make and receive the same number of calls as men do.
C) On average, work-related calls are only half as long as personal calls.
D) Usually a call made by a man is longer than one by a woman.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: According to the passage, which of the following statements is TRUE? 

Options:
A) Women spend about five years talking on the phone during their lifetime.
B) Women make and receive the same number of calls as men do.
C) On average, work-related calls are only half as long as personal calls.
D) Usually a call made by a man is longer than one by a woman.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,C,False
"From the text, we know that   _   .","Question: From the text, we know that   _   . 

Options:
A) calls around midnight are acceptable to some people
B) 80% of people always refuse to answer a phone call
C) people never ring the people in their address books
D) Joseph Blass was one of the people who were polled

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: From the text, we know that   _   . 

Options:
A) calls around midnight are acceptable to some people
B) 80% of people always refuse to answer a phone call
C) people never ring the people in their address books
D) Joseph Blass was one of the people who were polled

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,A,False
Which of the following shows the advanced musical ability in humpback whales?,"Question: Which of the following shows the advanced musical ability in humpback whales? 

Options:
A) They can remember complex material.
B) They can create pleasing patterns of music.
C) They can make sounds like drums continuously.
D) They can sing along with rhythms of western music.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following shows the advanced musical ability in humpback whales? 

Options:
A) They can remember complex material.
B) They can create pleasing patterns of music.
C) They can make sounds like drums continuously.
D) They can sing along with rhythms of western music.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,B,False
What is the main idea of the article?,"Question: What is the main idea of the article? 

Options:
A) Animals are able to compose and enjoy music like humans.
B) Human beings borrow ideas in music from humpback whales.
C) Humpback whales are skillful performers in the animal kingdom.
D) Music-making, an ancient activity of both humans and animals.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What is the main idea of the article? 

Options:
A) Animals are able to compose and enjoy music like humans.
B) Human beings borrow ideas in music from humpback whales.
C) Humpback whales are skillful performers in the animal kingdom.
D) Music-making, an ancient activity of both humans and animals.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
The main purpose of the passage is to   _  .,"Question: The main purpose of the passage is to   _  . 

Options:
A) argue and discuss
B) inform and explain
C) compare and advertise
D) examine and assess

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The main purpose of the passage is to   _  . 

Options:
A) argue and discuss
B) inform and explain
C) compare and advertise
D) examine and assess

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,B,True
Which of the following is not mentioned as cultural and natural monuments ofman-kind?,"Question: Which of the following is not mentioned as cultural and natural monuments ofman-kind? 

Options:
A) the Taj Mahal
B) the Pyramid Fields
C) the Kremlin with the Red Square
D) the Court Chapel

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following is not mentioned as cultural and natural monuments ofman-kind? 

Options:
A) the Taj Mahal
B) the Pyramid Fields
C) the Kremlin with the Red Square
D) the Court Chapel

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,D,True
What is the passage mainly about ?,"Question: What is the passage mainly about ? 

Options:
A) The universal value of the world heritage in Vienna
B) Vienna's becoming one of the cultural and natural monuments of mankind
C) The introduction of the historic center of Vienna
D) The special culture atmosphere of the historic center of Vienna

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What is the passage mainly about ? 

Options:
A) The universal value of the world heritage in Vienna
B) Vienna's becoming one of the cultural and natural monuments of mankind
C) The introduction of the historic center of Vienna
D) The special culture atmosphere of the historic center of Vienna

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,C,False
Which is the true fact according to the passage?,"Question: Which is the true fact according to the passage? 

Options:
A) During the last half year, our economy has grown fastest since 2003.
B) All of us have felt the gains of a growing economy.
C) We have never fires any women because of her taking too many bathroom breaks.
D) The local businesses will not benefit a lot because of the increase in the minimum wage.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which is the true fact according to the passage? 

Options:
A) During the last half year, our economy has grown fastest since 2003.
B) All of us have felt the gains of a growing economy.
C) We have never fires any women because of her taking too many bathroom breaks.
D) The local businesses will not benefit a lot because of the increase in the minimum wage.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,A,False
Which is NOT included in the new policies that would help women and working families get ahead?,"Question: Which is NOT included in the new policies that would help women and working families get ahead? 

Options:
A) Equal pay for equal work.
B) Increase access to high-quality child care and paid family leave.
C) Raise the minimum wage.
D) Get rid of racial discrimination.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which is NOT included in the new policies that would help women and working families get ahead? 

Options:
A) Equal pay for equal work.
B) Increase access to high-quality child care and paid family leave.
C) Raise the minimum wage.
D) Get rid of racial discrimination.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,D,False
The best title for this Weekly Address may be   _  .,"Question: The best title for this Weekly Address may be   _  . 

Options:
A) Say no to sex discrimination.
B) It's time to help women and working families.
C) Let's build a stronger country.
D) Equal pay for equal work.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The best title for this Weekly Address may be   _  . 

Options:
A) Say no to sex discrimination.
B) It's time to help women and working families.
C) Let's build a stronger country.
D) Equal pay for equal work.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,B,False
Which of the following is the third biggest avoidable cancer factor?,"Question: Which of the following is the third biggest avoidable cancer factor? 

Options:
A) Obesity.
B) Alcohol intake.
C) Unhealthy diets.
D) Physical inactivity.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: Which of the following is the third biggest avoidable cancer factor? 

Options:
A) Obesity.
B) Alcohol intake.
C) Unhealthy diets.
D) Physical inactivity.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,A,False
"According to Professor Max Parkin,   _  .","Question: According to Professor Max Parkin,   _  . 

Options:
A) it's OK to drink wine during festivals
B) the causes of cancer are still unclear now
C) unhealthy food should be completely banned
D) a healthy lifestyle will protect us from cancer

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: According to Professor Max Parkin,   _  . 

Options:
A) it's OK to drink wine during festivals
B) the causes of cancer are still unclear now
C) unhealthy food should be completely banned
D) a healthy lifestyle will protect us from cancer

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,A,False
What's the main idea of the text?,"Question: What's the main idea of the text? 

Options:
A) Most cancers are caused by smoking.
B) Cancer is greatly linked to our lifestyle.
C) There are different factors that lead to cancer.
D) Public awareness should be raised to prevent cancer.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What's the main idea of the text? 

Options:
A) Most cancers are caused by smoking.
B) Cancer is greatly linked to our lifestyle.
C) There are different factors that lead to cancer.
D) Public awareness should be raised to prevent cancer.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ",A,B,False
What's the best title of this passage ?,"Question: What's the best title of this passage ? 

Options:
A) Mears' Family Store
B) A Neighbor of Mears'
C) The Deep Depression
D) Vegetables in Garden

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What's the best title of this passage ? 

Options:
A) Mears' Family Store
B) A Neighbor of Mears'
C) The Deep Depression
D) Vegetables in Garden

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,A,False
"According to Bernie , Marie's death is mainly because of   _  .","Question: According to Bernie , Marie's death is mainly because of   _  . 

Options:
A) the heart attack
B) the position of the shop
C) the hard work
D) the worry about the store

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: According to Bernie , Marie's death is mainly because of   _  . 

Options:
A) the heart attack
B) the position of the shop
C) the hard work
D) the worry about the store

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
How did Bernie's business begin to improve ?,"Question: How did Bernie's business begin to improve ? 

Options:
A) With the help of Julie's family
B) By selling the cheap fresh produce and food
C) By means of planting vegetables and fruits
D) By providing customers with different services.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: How did Bernie's business begin to improve ? 

Options:
A) With the help of Julie's family
B) By selling the cheap fresh produce and food
C) By means of planting vegetables and fruits
D) By providing customers with different services.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
We can infer from the passage that sales at the store has been   _   throughout the 1930s.,"Question: We can infer from the passage that sales at the store has been   _   throughout the 1930s. 

Options:
A) decreasing
B) increasing
C) changing
D) reducing

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: We can infer from the passage that sales at the store has been   _   throughout the 1930s. 

Options:
A) decreasing
B) increasing
C) changing
D) reducing

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,B,True
What were Melville's first two novels mainly about?,"Question: What were Melville's first two novels mainly about? 

Options:
A) His travel experience.
B) His successful communication skills.
C) Adventurous experiences in the front line.
D) Adventurous voyages and foreign experiences.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What were Melville's first two novels mainly about? 

Options:
A) His travel experience.
B) His successful communication skills.
C) Adventurous experiences in the front line.
D) Adventurous voyages and foreign experiences.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,D,False
We can learn from the text that Moby Dick  _  .,"Question: We can learn from the text that Moby Dick  _  . 

Options:
A) sold a little better than Pierre.
B) was Melville's favorite novel.
C) was copied from other books.
D) made Melville popular again.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: We can learn from the text that Moby Dick  _  . 

Options:
A) sold a little better than Pierre.
B) was Melville's favorite novel.
C) was copied from other books.
D) made Melville popular again.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  C",C,A,False
The text may be taken from  _  .,"Question: The text may be taken from  _  . 

Options:
A) a writing guide
B) a literary journal.
C) a science magazine.
D) a critical book on literature.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The text may be taken from  _  . 

Options:
A) a writing guide
B) a literary journal.
C) a science magazine.
D) a critical book on literature.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,B,False
What is the text mainly about?,"Question: What is the text mainly about? 

Options:
A) The main works of Melville.
B) The skills in Melville's writing.
C) The ups and downs of Melville.
D) The reason for Melville's failure.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: What is the text mainly about? 

Options:
A) The main works of Melville.
B) The skills in Melville's writing.
C) The ups and downs of Melville.
D) The reason for Melville's failure.

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  D",D,C,False
"According to the passage, wearing black clothes probably   _  .","Question: According to the passage, wearing black clothes probably   _  . 

Options:
A) makes the wearer less energetic
B) gives away the wearer's age
C) darkens the wearer's skin tone
D) makes the wearer feel confident

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: According to the passage, wearing black clothes probably   _  . 

Options:
A) makes the wearer less energetic
B) gives away the wearer's age
C) darkens the wearer's skin tone
D) makes the wearer feel confident

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,A,True
We can infer from the passage that   _  .,"Question: We can infer from the passage that   _  . 

Options:
A) high-collared coats are not suitable for warm-skinned women
B) a woman from eastern Asia may not look young with black against her face
C) men with deep wrinkles would look unhealthy in black
D) Joan Collins has a warm skin tone

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: We can infer from the passage that   _  . 

Options:
A) high-collared coats are not suitable for warm-skinned women
B) a woman from eastern Asia may not look young with black against her face
C) men with deep wrinkles would look unhealthy in black
D) Joan Collins has a warm skin tone

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  A",A,B,False
The black dress will be probably suitable for you on condition that there are no   _  .,"Question: The black dress will be probably suitable for you on condition that there are no   _  . 

Options:
A) wrinkles on your face
B) dark circles around your eyes
C) sunken areas that are highlighted
D) dark areas or shadows on the face

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer: ","Question: The black dress will be probably suitable for you on condition that there are no   _  . 

Options:
A) wrinkles on your face
B) dark circles around your eyes
C) sunken areas that are highlighted
D) dark areas or shadows on the face

Choose the correct answer and conclude with 'The answer is: <A/B/C/D>'. 

Answer:  B",B,D,False
